Record_ID,Date,Day,Area,Route,Transport_Mode,Hour,Minute,Time_Band,Passenger_Count,Delay_Minutes,Service_Frequency_Per_Hour,Distance_km,Occupancy_Rate,CO2_Reduction_kg,Satisfaction_Score
4881,2025-01-14,Tuesday,Central,R013,Metro,15,45,Midday,1151,2.5,17,25.0,0.87,184.2,91.0
676,2025-01-14,Tuesday,Central,R065,Cycling,16,0,Midday,669,8.2,14,8.5,0.55,60.2,76.7
1870,2025-01-14,Tuesday,East,R045,Tram,20,0,Late Evening,580,3.6,20,10.5,0.57,81.2,83.2
1319,2025-01-14,Tuesday,North,R061,Rail,20,45,Late Evening,917,1.9,14,3.3,0.76,165.1,79.4
892,2025-01-14,Tuesday,East,R078,Metro,22,30,Late Evening,895,2.7,18,8.0,0.74,143.2,85.6
2698,2025-01-14,Tuesday,South,R064,Bus,22,45,Late Evening,502,8.0,12,15.9,0.68,60.2,75.8
4291,2025-01-14,Tuesday,West,R019,Shared Mobility,23,45,Late Evening,264,2.7,20,19.7,0.4,13.2,74.8
1104,2025-01-15,Wednesday,East,R039,Bus,6,0,Early Morning,1268,7.7,8,11.4,0.74,152.2,67.0
3189,2025-01-15,Wednesday,East,R010,Rail,7,45,Early Morning,784,10.4,8,14.4,0.69,141.1,67.8
904,2025-01-15,Wednesday,South,R028,Bus,8,0,Morning Peak,1786,7.8,13,20.8,0.75,214.3,74.7
93,2025-01-15,Wednesday,East,R079,Bus,10,0,Morning Peak,589,3.5,15,2.8,0.64,70.7,71.7
1776,2025-01-15,Wednesday,North,R032,Bus,10,45,Morning Peak,612,3.3,17,7.2,0.56,73.4,75.9
1486,2025-01-15,Wednesday,Central,R025,Bus,12,30,Midday,1134,6.1,18,15.2,0.7,136.1,87.0
1749,2025-01-15,Wednesday,East,R079,Bus,12,30,Midday,993,9.0,10,26.5,0.68,119.2,68.0
1078,2025-01-15,Wednesday,South,R069,Bus,13,45,Midday,647,2.9,18,9.5,0.6,77.6,77.6
3916,2025-01-15,Wednesday,Central,R068,Shared Mobility,14,30,Midday,328,2.6,15,5.2,0.44,16.4,78.7
5835,2025-01-15,Wednesday,East,R042,Shared Mobility,18,15,Evening Peak,361,6.1,7,10.9,0.41,18.0,77.6
135,2025-01-15,Wednesday,West,R030,Metro,19,45,Evening Peak,512,3.7,14,19.0,0.66,81.9,76.5
5786,2025-01-15,Wednesday,North,R015,Bus,21,0,Late Evening,543,11.2,4,23.1,0.66,65.2,67.0
1491,2025-01-16,Thursday,Central,R060,Cycling,8,30,Morning Peak,823,3.4,15,11.7,0.47,74.1,85.1
5700,2025-01-16,Thursday,West,R045,Shared Mobility,9,30,Morning Peak,389,4.9,14,4.0,0.44,19.5,82.4
498,2025-01-16,Thursday,South,R063,Metro,10,15,Morning Peak,931,2.8,10,1.6,0.77,149.0,84.5
4424,2025-01-16,Thursday,South,R017,Metro,11,15,Midday,2169,2.0,20,15.0,0.97,347.0,89.1
3162,2025-01-16,Thursday,East,R073,Bus,13,15,Midday,840,6.3,8,9.9,0.76,100.8,74.3
3613,2025-01-16,Thursday,East,R075,Bus,13,30,Midday,972,7.1,8,15.0,0.68,116.6,72.3
1455,2025-01-16,Thursday,North,R017,Metro,14,30,Midday,1507,3.6,17,19.6,0.9,241.1,71.6
3002,2025-01-16,Thursday,Central,R023,Rail,14,30,Midday,931,6.7,5,13.6,0.69,167.6,83.7
4153,2025-01-16,Thursday,South,R032,Rail,15,15,Midday,750,3.6,12,1.7,0.68,135.0,66.0
5882,2025-01-16,Thursday,North,R019,Cycling,15,15,Midday,682,3.1,22,18.2,0.53,61.4,91.5
3754,2025-01-16,Thursday,North,R027,Metro,20,15,Late Evening,700,7.9,15,26.9,0.8,112.0,76.1
3842,2025-01-16,Thursday,East,R037,Rail,21,0,Late Evening,873,5.3,14,27.9,0.65,157.1,65.6
4743,2025-01-16,Thursday,West,R031,Tram,21,15,Late Evening,616,7.7,7,8.9,0.59,86.2,76.9
5603,2025-01-17,Friday,East,R067,Tram,9,15,Morning Peak,1054,2.6,13,19.9,0.58,147.6,80.5
1429,2025-01-17,Friday,South,R042,Rail,9,30,Morning Peak,1422,8.5,7,16.4,0.8,256.0,78.8
3880,2025-01-17,Friday,West,R071,Cycling,10,0,Morning Peak,311,1.6,13,26.0,0.42,28.0,77.3
1345,2025-01-17,Friday,West,R063,Bus,10,15,Morning Peak,931,5.8,9,15.1,0.72,111.7,79.8
1409,2025-01-17,Friday,Central,R068,Tram,10,15,Morning Peak,522,4.9,19,22.8,0.51,73.1,67.6
4625,2025-01-17,Friday,South,R026,Bus,10,30,Morning Peak,983,5.9,14,13.4,0.77,118.0,77.4
4307,2025-01-17,Friday,East,R018,Metro,11,15,Midday,1855,2.6,15,12.0,0.91,296.8,72.2
1184,2025-01-17,Friday,South,R026,Bus,12,0,Midday,967,3.0,15,25.6,0.78,116.0,82.8
1700,2025-01-17,Friday,Central,R070,Bus,12,45,Midday,794,5.4,9,12.7,0.65,95.3,78.2
1676,2025-01-17,Friday,East,R025,Shared Mobility,13,15,Midday,415,1.4,17,26.3,0.37,20.8,90.5
3805,2025-01-17,Friday,West,R077,Bus,13,45,Midday,895,7.5,8,2.4,0.63,107.4,62.4
5397,2025-01-17,Friday,West,R079,Cycling,15,15,Midday,395,4.2,15,7.8,0.48,35.6,86.5
2903,2025-01-17,Friday,Central,R004,Metro,17,0,Evening Peak,1893,5.5,10,5.4,0.9,302.9,86.7
3501,2025-01-17,Friday,East,R061,Bus,17,30,Evening Peak,1120,10.7,10,14.9,0.78,134.4,59.2
2517,2025-01-17,Friday,East,R067,Bus,18,30,Evening Peak,1065,6.5,9,20.9,0.69,127.8,81.7
2551,2025-01-17,Friday,South,R050,Bus,19,30,Evening Peak,387,6.7,11,27.6,0.48,46.4,81.8
3261,2025-01-17,Friday,West,R038,Rail,20,30,Late Evening,602,3.3,13,6.8,0.69,108.4,72.8
330,2025-01-17,Friday,South,R071,Metro,21,0,Late Evening,794,0.0,21,1.9,0.73,127.0,83.8
4039,2025-01-17,Friday,East,R052,Bus,22,45,Late Evening,716,6.7,13,6.4,0.6,85.9,70.5
4611,2025-01-17,Friday,South,R039,Tram,23,45,Late Evening,621,5.8,10,17.1,0.58,86.9,79.0
5531,2025-01-18,Saturday,South,R029,Rail,8,0,Morning Peak,901,9.2,6,23.3,0.73,162.2,63.9
1228,2025-01-18,Saturday,South,R039,Metro,8,15,Morning Peak,908,2.3,12,5.0,0.72,145.3,83.4
1936,2025-01-18,Saturday,West,R062,Bus,8,15,Morning Peak,757,9.4,10,1.6,0.66,90.8,65.0
5328,2025-01-18,Saturday,Central,R055,Metro,10,0,Morning Peak,613,6.9,14,13.2,0.76,98.1,76.8
2624,2025-01-18,Saturday,West,R047,Rail,10,30,Morning Peak,855,3.0,15,26.8,0.77,153.9,88.5
4563,2025-01-18,Saturday,East,R055,Shared Mobility,10,30,Morning Peak,198,0.0,15,22.9,0.32,9.9,86.2
4470,2025-01-18,Saturday,South,R059,Metro,13,15,Midday,941,0.0,15,14.7,0.81,150.6,94.1
353,2025-01-18,Saturday,West,R054,Bus,14,15,Midday,571,6.5,10,17.3,0.52,68.5,80.1
5815,2025-01-18,Saturday,North,R010,Bus,15,0,Midday,591,7.0,17,18.8,0.67,70.9,67.6
5070,2025-01-18,Saturday,North,R031,Bus,15,45,Midday,387,8.1,11,5.5,0.52,46.4,65.0
5578,2025-01-18,Saturday,South,R051,Bus,21,0,Late Evening,650,7.3,9,19.4,0.58,78.0,63.9
5047,2025-01-18,Saturday,North,R018,Metro,22,0,Late Evening,868,4.8,18,5.8,0.72,138.9,80.0
2220,2025-01-19,Sunday,East,R067,Rail,7,0,Early Morning,1417,8.2,10,8.3,0.81,255.1,72.4
1227,2025-01-19,Sunday,Central,R064,Bus,8,0,Morning Peak,671,11.8,6,18.6,0.69,80.5,48.7
4593,2025-01-19,Sunday,North,R026,Bus,8,30,Morning Peak,1393,8.6,11,12.5,0.71,167.2,66.1
2260,2025-01-19,Sunday,West,R064,Rail,9,15,Morning Peak,1187,7.7,7,27.7,0.82,213.7,66.4
5723,2025-01-19,Sunday,West,R050,Metro,9,30,Morning Peak,1416,5.0,11,19.1,0.88,226.6,79.4
3962,2025-01-19,Sunday,West,R043,Bus,10,0,Morning Peak,632,7.8,11,8.1,0.54,75.8,80.4
637,2025-01-19,Sunday,South,R068,Bus,10,30,Morning Peak,555,4.4,9,5.1,0.63,66.6,78.7
2098,2025-01-19,Sunday,East,R038,Cycling,10,45,Morning Peak,196,0.0,17,10.9,0.47,17.6,84.9
2661,2025-01-19,Sunday,South,R032,Cycling,13,15,Midday,439,0.1,13,9.0,0.53,39.5,91.3
2757,2025-01-19,Sunday,West,R018,Cycling,14,15,Midday,188,3.5,13,4.1,0.3,16.9,93.0
4857,2025-01-19,Sunday,West,R035,Metro,16,0,Midday,1609,7.0,8,13.4,0.88,257.4,82.6
4280,2025-01-19,Sunday,West,R078,Tram,17,30,Evening Peak,1468,4.7,8,4.7,0.66,205.5,98.0
3279,2025-01-19,Sunday,North,R004,Rail,18,0,Evening Peak,1566,13.3,2,24.9,0.72,281.9,51.5
3569,2025-01-19,Sunday,West,R028,Metro,19,0,Evening Peak,709,1.5,19,13.4,0.7,113.4,84.7
5435,2025-01-19,Sunday,South,R013,Bus,22,45,Late Evening,592,7.6,6,16.6,0.63,71.0,57.3
567,2025-01-19,Sunday,North,R073,Tram,23,45,Late Evening,310,2.7,17,6.3,0.62,43.4,84.9
5933,2025-01-20,Monday,West,R040,Tram,8,45,Morning Peak,498,5.8,13,16.4,0.52,69.7,69.8
384,2025-01-20,Monday,South,R002,Shared Mobility,9,15,Morning Peak,430,3.7,20,3.8,0.57,21.5,79.5
1297,2025-01-20,Monday,North,R042,Metro,9,30,Morning Peak,1765,7.6,16,18.6,0.96,282.4,60.9
2725,2025-01-20,Monday,Central,R074,Metro,9,45,Morning Peak,2583,7.1,11,17.9,0.92,413.3,70.4
2934,2025-01-20,Monday,East,R046,Rail,11,0,Midday,960,3.4,15,24.0,0.76,172.8,85.0
988,2025-01-20,Monday,North,R013,Metro,11,15,Midday,1159,4.3,18,27.7,0.79,185.4,80.7
4916,2025-01-20,Monday,Central,R045,Metro,12,0,Midday,1723,4.1,8,17.9,0.93,275.7,76.1
1915,2025-01-20,Monday,Central,R021,Cycling,14,15,Midday,381,3.1,18,4.3,0.45,34.3,78.0
2712,2025-01-20,Monday,West,R070,Metro,14,45,Midday,973,3.2,19,26.8,0.82,155.7,77.5
4335,2025-01-20,Monday,East,R055,Bus,15,0,Midday,690,6.2,13,14.1,0.65,82.8,67.9
5425,2025-01-20,Monday,South,R076,Shared Mobility,15,0,Midday,324,2.7,12,12.6,0.43,16.2,72.5
4681,2025-01-20,Monday,Central,R017,Shared Mobility,15,30,Midday,409,5.3,12,5.1,0.44,20.5,84.3
672,2025-01-20,Monday,North,R028,Bus,16,15,Midday,996,9.0,8,14.6,0.64,119.5,67.0
2421,2025-01-20,Monday,Central,R054,Cycling,18,15,Evening Peak,846,5.8,9,7.5,0.51,76.1,78.8
2700,2025-01-20,Monday,South,R071,Metro,19,15,Evening Peak,1007,5.4,14,9.2,0.93,161.1,80.9
3497,2025-01-20,Monday,Central,R032,Shared Mobility,20,30,Late Evening,250,4.0,13,22.1,0.37,12.5,76.6
1570,2025-01-20,Monday,Central,R049,Bus,21,0,Late Evening,820,6.6,12,13.3,0.6,98.4,72.1
2008,2025-01-20,Monday,East,R002,Bus,21,15,Late Evening,430,7.7,8,13.7,0.57,51.6,66.2
5884,2025-01-20,Monday,Central,R071,Bus,22,45,Late Evening,654,6.4,10,11.0,0.49,78.5,73.2
45,2025-01-21,Tuesday,East,R020,Bus,9,15,Morning Peak,1485,6.5,14,21.7,0.81,178.2,74.7
1741,2025-01-21,Tuesday,West,R038,Metro,9,30,Morning Peak,1839,5.8,10,22.4,0.93,294.2,86.5
2512,2025-01-21,Tuesday,South,R053,Rail,9,30,Morning Peak,1254,9.4,2,6.8,0.78,225.7,62.1
4499,2025-01-21,Tuesday,South,R075,Metro,9,30,Morning Peak,1377,6.4,15,15.8,0.84,220.3,82.3
3453,2025-01-21,Tuesday,North,R045,Bus,10,30,Morning Peak,1055,11.4,10,5.0,0.78,126.6,58.7
1938,2025-01-21,Tuesday,South,R049,Bus,11,15,Midday,804,6.2,13,21.3,0.77,96.5,67.1
2146,2025-01-21,Tuesday,Central,R019,Metro,11,45,Midday,1208,3.4,17,21.4,0.83,193.3,75.6
5629,2025-01-21,Tuesday,Central,R057,Metro,12,0,Midday,1001,4.8,17,19.1,0.79,160.2,70.6
3640,2025-01-21,Tuesday,Central,R010,Metro,12,45,Midday,1241,2.9,15,13.5,0.8,198.6,91.5
3778,2025-01-21,Tuesday,Central,R071,Rail,13,0,Midday,1984,4.5,14,15.3,0.84,357.1,76.9
3006,2025-01-21,Tuesday,East,R071,Bus,17,30,Evening Peak,1838,9.6,11,24.5,0.89,220.6,72.1
2860,2025-01-21,Tuesday,West,R039,Bus,18,0,Evening Peak,946,5.5,8,25.6,0.75,113.5,70.4
3731,2025-01-21,Tuesday,Central,R003,Tram,18,15,Evening Peak,831,6.7,14,8.5,0.61,116.3,70.2
2877,2025-01-21,Tuesday,North,R052,Bus,20,15,Late Evening,637,9.6,13,2.6,0.55,76.4,76.5
3083,2025-01-21,Tuesday,East,R038,Bus,20,15,Late Evening,443,5.8,9,3.3,0.65,53.2,85.7
3196,2025-01-21,Tuesday,East,R013,Bus,21,30,Late Evening,911,8.9,9,15.0,0.66,109.3,72.3
7,2025-01-21,Tuesday,West,R030,Metro,22,0,Late Evening,1492,1.6,16,3.4,0.93,238.7,87.5
26,2025-01-22,Wednesday,East,R040,Bus,7,30,Early Morning,1265,11.3,7,20.1,0.74,151.8,60.4
1735,2025-01-22,Wednesday,Central,R071,Tram,8,0,Morning Peak,660,5.9,11,5.3,0.56,92.4,66.8
5389,2025-01-22,Wednesday,North,R015,Bus,9,15,Morning Peak,936,10.9,7,13.3,0.74,112.3,69.3
5652,2025-01-22,Wednesday,Central,R030,Bus,9,15,Morning Peak,1343,9.6,7,23.3,0.85,161.2,77.4
3661,2025-01-22,Wednesday,Central,R063,Metro,9,30,Morning Peak,2096,9.3,15,4.9,0.92,335.4,79.3
5806,2025-01-22,Wednesday,South,R006,Bus,10,15,Morning Peak,1160,5.8,7,17.0,0.74,139.2,92.4
1864,2025-01-22,Wednesday,North,R007,Rail,10,45,Morning Peak,968,4.4,9,13.7,0.74,174.2,65.7
847,2025-01-22,Wednesday,South,R061,Bus,11,15,Midday,1153,3.9,15,27.0,0.65,138.4,83.9
4251,2025-01-22,Wednesday,West,R062,Cycling,11,30,Midday,401,2.4,17,13.0,0.46,36.1,77.3
4663,2025-01-22,Wednesday,Central,R017,Tram,11,45,Midday,1056,4.7,16,20.4,0.64,147.8,86.7
308,2025-01-22,Wednesday,North,R045,Cycling,14,45,Midday,532,0.0,18,11.5,0.5,47.9,79.9
5754,2025-01-22,Wednesday,South,R016,Bus,17,30,Evening Peak,1015,10.1,7,6.1,0.66,121.8,64.8
4329,2025-01-22,Wednesday,Central,R055,Metro,18,0,Evening Peak,2345,4.6,9,20.6,0.94,375.2,84.8
2912,2025-01-22,Wednesday,West,R011,Bus,18,15,Evening Peak,718,14.5,10,24.6,0.63,86.2,62.5
1703,2025-01-22,Wednesday,South,R039,Metro,19,15,Evening Peak,753,6.0,13,15.7,0.68,120.5,78.8
3548,2025-01-22,Wednesday,North,R065,Metro,19,45,Evening Peak,1125,0.0,8,26.2,0.71,180.0,72.1
4793,2025-01-22,Wednesday,Central,R006,Rail,20,15,Late Evening,620,4.7,12,22.2,0.68,111.6,79.4
4154,2025-01-22,Wednesday,South,R037,Rail,21,0,Late Evening,813,3.7,16,27.9,0.77,146.3,82.6
2641,2025-01-22,Wednesday,Central,R059,Tram,22,15,Late Evening,258,6.5,16,14.4,0.51,36.1,67.7
5519,2025-01-22,Wednesday,West,R002,Metro,23,0,Late Evening,1081,3.7,18,19.5,0.79,173.0,73.5
483,2025-01-23,Thursday,East,R016,Cycling,8,15,Morning Peak,709,6.8,12,22.4,0.33,63.8,64.5
748,2025-01-23,Thursday,East,R064,Tram,8,30,Morning Peak,1157,5.1,14,25.7,0.65,162.0,71.4
3719,2025-01-23,Thursday,East,R033,Bus,8,45,Morning Peak,1217,7.9,13,25.9,0.61,146.0,55.9
3649,2025-01-23,Thursday,Central,R047,Bus,12,15,Midday,700,7.6,9,22.9,0.58,84.0,58.3
1130,2025-01-23,Thursday,North,R006,Tram,12,30,Midday,471,5.4,12,12.9,0.61,65.9,76.9
2662,2025-01-23,Thursday,East,R013,Bus,15,30,Midday,403,6.3,10,16.8,0.57,48.4,78.6
1063,2025-01-23,Thursday,East,R029,Tram,16,0,Midday,839,5.4,13,12.1,0.59,117.5,82.4
1658,2025-01-23,Thursday,South,R007,Bus,16,0,Midday,1051,3.7,12,17.3,0.76,126.1,92.7
3369,2025-01-23,Thursday,West,R004,Bus,18,0,Evening Peak,1153,9.3,6,13.0,0.85,138.4,64.1
4513,2025-01-23,Thursday,North,R011,Bus,19,15,Evening Peak,894,8.6,5,14.7,0.63,107.3,67.5
3596,2025-01-23,Thursday,Central,R008,Metro,22,30,Late Evening,1075,4.5,14,1.5,0.8,172.0,80.0
1910,2025-01-24,Friday,Central,R033,Bus,8,30,Morning Peak,990,4.1,13,13.3,0.6,118.8,71.7
2739,2025-01-24,Friday,South,R009,Rail,10,15,Morning Peak,698,1.8,15,11.4,0.68,125.6,76.8
2713,2025-01-24,Friday,Central,R068,Tram,15,45,Midday,656,3.1,20,14.6,0.59,91.8,81.2
3808,2025-01-24,Friday,South,R073,Rail,18,30,Evening Peak,1132,7.1,13,24.1,0.8,203.8,67.1
4104,2025-01-24,Friday,West,R066,Tram,18,45,Evening Peak,758,5.0,10,12.4,0.52,106.1,82.7
4103,2025-01-24,Friday,South,R043,Bus,19,15,Evening Peak,630,3.1,9,9.3,0.6,75.6,67.8
1773,2025-01-24,Friday,West,R075,Tram,20,0,Late Evening,562,3.3,16,14.0,0.56,78.7,77.9
3724,2025-01-24,Friday,South,R071,Bus,20,45,Late Evening,959,5.8,13,21.7,0.62,115.1,76.7
5555,2025-01-25,Saturday,East,R068,Cycling,7,30,Early Morning,289,1.5,15,18.3,0.39,26.0,71.4
4627,2025-01-25,Saturday,West,R031,Bus,8,0,Morning Peak,1167,8.3,9,14.6,0.62,140.0,80.1
1415,2025-01-25,Saturday,North,R076,Bus,9,15,Morning Peak,1028,7.1,9,13.1,0.74,123.4,86.5
5549,2025-01-25,Saturday,North,R043,Bus,9,30,Morning Peak,633,13.3,2,8.5,0.66,76.0,71.0
1178,2025-01-25,Saturday,North,R047,Tram,10,0,Morning Peak,576,2.6,16,18.9,0.61,80.6,85.6
5319,2025-01-25,Saturday,South,R075,Bus,11,0,Midday,571,4.8,15,2.1,0.68,68.5,79.9
3018,2025-01-25,Saturday,Central,R075,Rail,11,30,Midday,474,9.3,9,27.3,0.61,85.3,71.6
915,2025-01-25,Saturday,South,R050,Metro,12,15,Midday,921,3.0,16,27.6,0.67,147.4,86.6
2409,2025-01-25,Saturday,South,R068,Rail,12,15,Midday,395,6.1,13,25.4,0.62,71.1,78.8
3886,2025-01-25,Saturday,South,R076,Bus,12,15,Midday,800,5.1,13,1.5,0.62,96.0,77.1
4369,2025-01-25,Saturday,East,R031,Metro,12,30,Midday,852,2.2,20,9.6,0.69,136.3,74.3
1600,2025-01-25,Saturday,South,R013,Metro,12,45,Midday,1592,4.0,14,6.5,0.83,254.7,83.0
2393,2025-01-25,Saturday,Central,R012,Metro,12,45,Midday,900,3.0,17,3.0,0.81,144.0,84.2
581,2025-01-25,Saturday,North,R054,Bus,14,0,Midday,475,8.5,12,23.4,0.66,57.0,75.6
5274,2025-01-25,Saturday,Central,R074,Bus,14,15,Midday,668,7.4,10,20.7,0.65,80.2,68.0
1874,2025-01-25,Saturday,West,R013,Bus,15,30,Midday,768,4.3,17,16.9,0.6,92.2,81.9
4853,2025-01-25,Saturday,South,R069,Bus,15,45,Midday,773,7.0,11,23.5,0.76,92.8,77.5
4635,2025-01-25,Saturday,Central,R037,Metro,19,30,Evening Peak,663,4.5,17,10.6,0.73,106.1,83.4
2406,2025-01-25,Saturday,Central,R058,Bus,20,0,Late Evening,500,8.1,20,15.5,0.56,60.0,69.0
919,2025-01-25,Saturday,Central,R055,Metro,20,45,Late Evening,739,0.7,19,17.2,0.75,118.2,84.8
1191,2025-01-25,Saturday,North,R044,Tram,21,45,Late Evening,439,2.4,20,13.3,0.63,61.5,79.1
1445,2025-01-25,Saturday,North,R055,Bus,22,0,Late Evening,457,7.9,10,6.2,0.72,54.8,64.7
3579,2025-01-25,Saturday,Central,R062,Metro,22,30,Late Evening,836,4.4,11,17.8,0.84,133.8,83.8
4146,2025-01-25,Saturday,North,R076,Rail,23,15,Late Evening,626,6.7,13,8.7,0.68,112.7,70.9
5985,2025-01-26,Sunday,West,R029,Metro,8,15,Morning Peak,1656,7.0,8,27.4,0.87,265.0,81.8
3885,2025-01-26,Sunday,South,R008,Tram,10,0,Morning Peak,386,5.8,12,18.6,0.58,54.0,74.6
978,2025-01-26,Sunday,South,R054,Rail,11,15,Midday,863,3.9,11,22.4,0.64,155.3,79.0
3192,2025-01-26,Sunday,North,R011,Metro,11,15,Midday,817,2.8,15,27.1,0.65,130.7,76.3
376,2025-01-26,Sunday,East,R015,Bus,11,45,Midday,1003,7.8,14,15.2,0.73,120.4,69.0
1451,2025-01-26,Sunday,Central,R019,Bus,12,30,Midday,1471,4.7,12,7.5,0.79,176.5,85.6
1721,2025-01-26,Sunday,Central,R076,Metro,12,45,Midday,1276,0.0,20,19.4,0.84,204.2,84.5
5929,2025-01-26,Sunday,West,R041,Metro,13,45,Midday,1342,0.0,17,16.9,0.77,214.7,94.1
2949,2025-01-26,Sunday,West,R036,Metro,16,0,Midday,1432,3.6,11,16.8,0.86,229.1,77.3
5422,2025-01-26,Sunday,South,R023,Bus,16,15,Midday,1513,4.5,12,21.4,0.76,181.6,86.6
2203,2025-01-26,Sunday,South,R058,Shared Mobility,16,45,Midday,318,4.4,15,13.1,0.38,15.9,87.5
873,2025-01-26,Sunday,West,R032,Cycling,18,45,Evening Peak,381,4.1,11,10.1,0.45,34.3,81.4
4930,2025-01-26,Sunday,Central,R019,Rail,19,15,Evening Peak,673,9.6,11,11.4,0.71,121.1,65.2
2062,2025-01-26,Sunday,West,R040,Bus,22,30,Late Evening,393,6.1,11,10.0,0.71,47.2,80.4
4819,2025-01-27,Monday,Central,R015,Cycling,5,45,Early Morning,186,1.7,16,7.1,0.51,16.7,97.9
2164,2025-01-27,Monday,North,R077,Metro,9,0,Morning Peak,1590,3.8,12,27.8,0.91,254.4,78.9
1736,2025-01-27,Monday,West,R018,Bus,9,45,Morning Peak,1059,10.7,12,26.4,0.72,127.1,60.4
1353,2025-01-27,Monday,East,R065,Metro,10,0,Morning Peak,1156,3.0,14,18.9,0.82,185.0,89.6
3630,2025-01-27,Monday,South,R019,Metro,10,45,Morning Peak,928,1.0,22,13.9,0.9,148.5,96.6
2283,2025-01-27,Monday,South,R018,Bus,11,30,Midday,681,8.2,9,11.0,0.63,81.7,70.8
1759,2025-01-27,Monday,West,R045,Rail,13,0,Midday,965,7.1,14,7.8,0.74,173.7,59.3
1767,2025-01-27,Monday,Central,R070,Metro,17,15,Evening Peak,1998,6.2,15,8.6,0.87,319.7,71.5
317,2025-01-27,Monday,East,R047,Cycling,18,15,Evening Peak,1000,7.3,14,18.8,0.49,90.0,68.1
5632,2025-01-27,Monday,South,R057,Shared Mobility,22,30,Late Evening,190,1.3,15,23.8,0.46,9.5,79.8
3205,2025-01-28,Tuesday,North,R008,Metro,8,30,Morning Peak,1788,7.2,8,1.6,0.95,286.1,76.3
697,2025-01-28,Tuesday,Central,R032,Metro,9,15,Morning Peak,1565,2.6,13,2.7,0.85,250.4,86.1
5006,2025-01-28,Tuesday,Central,R056,Rail,10,15,Morning Peak,1140,4.7,9,13.9,0.75,205.2,70.7
3740,2025-01-28,Tuesday,West,R034,Rail,10,45,Morning Peak,886,5.6,11,8.9,0.76,159.5,79.2
2560,2025-01-28,Tuesday,North,R015,Rail,11,0,Midday,719,7.8,12,25.0,0.67,129.4,64.9
3877,2025-01-28,Tuesday,Central,R050,Metro,11,0,Midday,997,3.8,19,25.2,0.84,159.5,80.1
5235,2025-01-28,Tuesday,South,R068,Metro,11,15,Midday,1356,3.4,14,27.2,0.82,217.0,98.0
1964,2025-01-28,Tuesday,North,R080,Bus,11,45,Midday,901,5.6,12,8.7,0.72,108.1,89.1
887,2025-01-28,Tuesday,Central,R010,Bus,13,0,Midday,1195,11.8,2,7.4,0.73,143.4,61.9
3774,2025-01-28,Tuesday,North,R008,Cycling,14,45,Midday,459,3.5,20,4.9,0.4,41.3,78.3
4789,2025-01-28,Tuesday,East,R004,Shared Mobility,15,15,Midday,406,7.2,9,12.1,0.4,20.3,73.9
165,2025-01-28,Tuesday,North,R029,Bus,16,15,Midday,999,7.7,16,3.0,0.8,119.9,76.9
110,2025-01-28,Tuesday,Central,R030,Rail,19,0,Evening Peak,362,8.3,9,9.6,0.62,65.2,72.9
4577,2025-01-28,Tuesday,West,R011,Bus,19,0,Evening Peak,396,7.5,13,18.2,0.6,47.5,66.9
3326,2025-01-28,Tuesday,North,R041,Metro,19,15,Evening Peak,948,3.9,14,18.6,0.79,151.7,84.5
2898,2025-01-28,Tuesday,North,R076,Rail,20,45,Late Evening,890,3.0,17,18.7,0.62,160.2,82.6
3771,2025-01-28,Tuesday,South,R033,Metro,21,15,Late Evening,828,1.0,14,17.5,0.74,132.5,80.9
5982,2025-01-28,Tuesday,Central,R073,Metro,21,15,Late Evening,874,2.3,20,17.1,0.69,139.8,82.5
907,2025-01-28,Tuesday,Central,R056,Bus,22,0,Late Evening,582,6.6,8,1.8,0.58,69.8,83.6
4869,2025-01-28,Tuesday,East,R044,Cycling,22,0,Late Evening,285,1.9,18,10.9,0.31,25.6,82.8
4725,2025-01-29,Wednesday,West,R054,Bus,5,0,Early Morning,1039,6.2,11,15.0,0.55,124.7,66.6
1506,2025-01-29,Wednesday,East,R075,Tram,8,30,Morning Peak,933,5.1,12,17.3,0.76,130.6,80.5
4296,2025-01-29,Wednesday,South,R036,Metro,8,45,Morning Peak,2276,8.6,9,19.0,1.06,364.2,70.0
615,2025-01-29,Wednesday,East,R079,Metro,10,0,Morning Peak,1592,6.4,7,23.9,0.74,254.7,78.1
4631,2025-01-29,Wednesday,South,R010,Metro,10,0,Morning Peak,1290,3.2,12,17.9,0.83,206.4,98.0
4856,2025-01-29,Wednesday,North,R012,Metro,10,30,Morning Peak,1825,4.0,16,10.9,0.8,292.0,85.5
150,2025-01-29,Wednesday,West,R066,Bus,12,45,Midday,587,7.2,11,23.0,0.7,70.4,65.3
1153,2025-01-29,Wednesday,East,R021,Bus,12,45,Midday,1052,2.4,19,14.6,0.68,126.2,64.6
1592,2025-01-29,Wednesday,South,R015,Bus,14,0,Midday,836,6.5,7,12.5,0.73,100.3,89.1
5895,2025-01-29,Wednesday,Central,R045,Metro,15,45,Midday,1696,1.7,16,25.8,0.92,271.4,90.5
1716,2025-01-29,Wednesday,North,R019,Bus,16,0,Midday,979,9.1,9,25.9,0.72,117.5,64.8
3809,2025-01-29,Wednesday,Central,R045,Bus,17,0,Evening Peak,901,9.9,11,26.1,0.64,108.1,79.2
1331,2025-01-29,Wednesday,West,R010,Metro,17,15,Evening Peak,1485,7.6,10,8.5,0.73,237.6,77.2
2646,2025-01-29,Wednesday,West,R028,Bus,20,0,Late Evening,620,6.5,11,6.9,0.72,74.4,66.1
